1,20,3,16,45,0
2,20,4,14,85,0
3,20,5,12,119,1
4,20,5,11,147,3
5,10,2,5,147,1
6,10,2,4,157,3
7,10,2,3,164,6
8,10,2,2,168,9
9,10,2,2,170,12
10,10,2,2,172,15
11,10,2,2,174,18
12,10,2,2,176,21
13,10,2,2,178,24
14,10,2,2,180,27
15,10,2,2,182,30
16,10,2,2,184,33
17,10,2,2,186,36
18,10,2,2,188,39
19,10,2,2,190,42
20,10,2,2,192,45
21,10,2,2,194,48
22,10,2,2,196,51
23,10,2,2,198,54
24,10,2,2,200,57
25,10,2,2,201,61
26,10,2,2,202,65
27,10,2,2,203,69
28,10,2,2,204,73
29,10,2,2,205,77
30,10,2,2,206,81
31,10,2,2,207,85
32,10,2,2,208,89
33,10,2,2,209,93
34,10,2,2,210,97
35,10,2,2,211,101
36,10,2,2,212,105
37,10,2,2,213,109
38,10,2,2,214,113
39,10,2,2,215,117
40,10,2,2,216,121
41,10,2,2,217,125
42,10,2,2,218,129
43,10,2,2,219,133
44,10,2,2,220,137
45,10,2,2,221,141
46,10,2,2,222,145
47,10,2,2,223,149
48,10,2,2,224,153
49,10,2,2,225,156
50,10,2,2,226,159
51,10,2,2,227,162
52,10,2,2,228,165
53,10,2,2,229,168
54,10,2,2,230,171
55,10,2,2,231,174
56,10,2,2,232,177
57,10,2,2,233,180
58,10,2,2,234,183
59,10,2,2,235,186
60,10,2,2,236,189
61,10,2,2,237,192
62,10,2,2,238,195
63,10,2,2,239,198
64,10,2,2,240,201
65,10,2,2,241,204
66,10,2,2,242,207
67,10,2,2,243,210
68,10,2,2,244,213
69,10,2,2,245,216
70,10,2,2,246,219
71,10,2,2,247,222
72,10,2,2,248,225
73,10,2,2,249,228
74,10,2,2,250,231
75,10,2,2,250,235
76,10,2,2,250,239
77,10,2,2,250,243
78,10,2,2,250,247
79,10,2,2,250,251
80,10,2,2,250,255
81,10,2,2,250,259
82,10,2,2,250,263
83,10,2,2,250,267
84,10,2,2,250,271
85,10,2,2,250,275
86,10,2,2,250,279
87,10,2,2,250,283
88,10,2,2,250,287
89,10,2,2,250,291
90,10,2,2,250,295
91,10,2,2,250,299
92,10,2,2,250,303
93,11,3,2,250,306
94,12,3,2,250,309
95,13,3,2,250,312
96,14,3,2,250,315
97,15,3,2,250,318
98,16,3,2,250,321
99,17,3,2,250,324
100,18,3,2,250,327
101,19,3,2,250,330
102,20,3,2,250,333
103,21,4,2,250,336
104,22,4,2,250,339
105,23,4,2,250,342
106,24,4,2,250,345
107,25,4,2,250,348
108,26,4,2,250,351
109,27,4,2,250,354
110,28,4,2,250,357
111,29,4,2,250,360
112,30,4,2,250,363
113,31,5,2,250,366
114,32,5,2,250,369
115,33,5,2,250,372
116,34,5,2,250,375
117,35,5,2,250,378
118,36,5,2,250,381
119,37,5,2,250,384
120,38,5,2,250,387
121,39,5,2,250,390
122,40,5,2,250,393
123,41,6,2,250,396
124,42,6,2,250,399
125,43,6,2,250,402
126,44,6,2,250,405
127,45,6,2,250,408
128,46,6,2,250,411
129,47,6,2,250,414
130,48,6,2,250,417
131,49,6,2,250,420
132,50,6,2,250,423
133,51,7,2,250,426
134,52,7,2,250,429
135,53,7,2,250,432
136,54,7,2,250,435
137,55,7,2,250,438
138,56,7,2,250,441
139,57,7,2,250,444
140,58,7,2,250,447
141,59,7,2,250,450
142,60,7,2,250,452
143,61,8,2,250,454
144,62,8,2,250,456
145,63,8,2,250,458
146,64,8,2,250,460
147,65,8,2,250,462
148,66,8,2,250,464
149,67,8,2,250,466
150,68,8,2,250,468
151,69,8,2,250,470
152,70,8,2,250,472
153,71,8,2,250,474
154,72,8,2,250,476
155,73,8,2,250,478
156,74,8,2,250,480
157,75,8,2,250,482
158,76,9,2,250,484
159,77,9,2,250,486
160,78,9,2,250,488
161,79,9,2,250,490
162,80,9,2,250,492
163,81,9,2,250,494
164,82,9,2,250,496
165,83,9,2,250,498
166,84,9,2,250,500
167,85,9,2,250,502
168,86,9,2,250,504
169,87,9,2,250,506
170,88,9,2,250,508
171,89,9,2,250,510
172,90,9,2,250,512
173,91,10,2,250,514
174,92,10,2,250,516
175,93,10,2,250,518
176,94,10,2,250,520
177,95,10,2,250,522
178,96,10,2,250,524
179,97,10,2,250,526
