1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.5	100	1.5	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.51	100	1.51	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
1.52	100	1.52	100
