0,208.000000,2.000000,590.000000
0,207.915502,2.064182,590.020316
0,207.828330,2.130386,590.041284
0,207.738400,2.198676,590.062924
0,207.645630,2.269113,590.085258
0,207.549932,2.341762,590.108306
0,207.451217,2.416690,590.132093
0,207.349394,2.493966,590.156640
0,207.244368,2.573659,590.181973
0,207.136044,2.655843,590.208114
1,207.024320,2.740590,590.235090
1,206.909097,2.827978,590.262926
1,206.790267,2.918083,590.291649
1,206.667725,3.010987,590.321288
1,206.541359,3.106772,590.351869
1,206.411055,3.205522,590.383423
1,206.276698,3.307322,590.415980
1,206.138167,3.412263,590.449570
1,205.995340,3.520435,590.484225
1,205.848092,3.631930,590.519979
2,205.696292,3.746844,590.556864
2,205.539809,3.865275,590.594916
2,205.378507,3.987323,590.634169
2,205.212247,4.113091,590.674662
2,205.040887,4.242681,590.716431
2,204.864281,4.376203,590.759516
2,204.682280,4.513765,590.803955
2,204.494730,4.655479,590.849791
2,204.301476,4.801459,590.897065
2,204.102357,4.951823,590.945820
3,203.897210,5.106690,590.996101
3,203.685867,5.266180,591.047953
3,203.468157,5.430419,591.101424
3,203.243906,5.599533,591.156561
3,203.012936,5.773650,591.213414
3,202.775064,5.952903,591.272034
3,202.530104,6.137424,591.332472
3,202.277867,6.327351,591.394781
3,202.018160,6.522822,591.459018
3,201.750786,6.723977,591.525237
4,201.475545,6.930959,591.593496
4,201.192231,7.143914,591.663855
4,200.900638,7.362989,591.736374
4,200.600553,7.588333,591.811114
4,200.291763,7.820098,591.888139
4,199.974049,8.058437,591.967514
4,199.647189,8.303506,592.049306
4,199.310958,8.555460,592.133582
4,198.965129,8.814458,592.220413
4,198.609471,9.080660,592.309869
5,198.243750,9.354227,592.402024
5,197.867728,9.635321,592.496951
5,197.481167,9.924106,592.594727
5,197.083825,10.220745,592.695430
5,196.675458,10.525403,592.799139
5,196.255820,10.838245,592.905934
5,195.824663,11.159437,593.015900
5,195.381737,11.489144,593.129119
5,194.926792,11.827530,593.245678
5,194.459575,12.174760,593.365665
6,193.979833,12.530998,593.489168
6,193.487314,12.896407,593.616279
6,192.981763,13.271147,593.747090
6,192.462927,13.655378,593.881696
6,191.930552,14.049256,594.020191
6,191.384388,14.452938,594.162674
6,190.824183,14.866575,594.309242
6,190.249687,15.290315,594.459997
6,189.660655,15.724305,594.615040
6,189.056842,16.168685,594.774474
7,188.438005,16.623591,594.938404
7,187.803909,17.089156,595.106935
7,187.154319,17.565505,595.280176
7,186.489007,18.052760,595.458234
7,185.807749,18.551033,595.641218
7,185.110327,19.060432,595.829241
7,184.396530,19.581057,596.022413
7,183.666154,20.112999,596.220847
7,182.919003,20.656340,596.424657
7,182.154888,21.211155,596.633957
8,181.373630,21.777508,596.848863
8,180.575060,22.355451,597.069489
8,179.759018,22.945029,597.295952
8,178.925358,23.546273,597.528369
8,178.073943,24.159202,597.766856
8,177.204648,24.783822,598.011530
8,176.317365,25.420127,598.262508
8,175.411995,26.068097,598.519907
8,174.488459,26.727698,598.783844
8,173.546688,27.398879,599.054433
9,172.586634,28.081575,599.331792
9,171.608261,28.775705,599.616034
9,170.611555,29.481171,599.907274
9,169.596517,30.197859,600.205624
9,168.563168,30.925637,600.511196
9,167.511547,31.664353,600.824100
9,166.441715,32.413841,601.144444
9,165.353753,33.173911,601.472336
9,164.247761,33.944359,601.807880
9,163.123862,34.724958,602.151180
10,161.982203,35.515463,602.502334
10,160.822949,36.315610,602.861442
10,159.646290,37.125113,603.228597
10,158.452441,37.943667,603.603893
10,157.241636,38.770947,603.987417
10,156.014135,39.606608,604.379256
10,154.770222,40.450286,604.779492
10,153.510203,41.301595,605.188203
10,152.234407,42.160130,605.605463
10,150.943190,43.025469,606.031342
11,149.636927,43.897167,606.465906
11,148.316018,44.774764,606.909217
11,146.980888,45.657781,607.361332
11,145.631980,46.545719,607.822301
11,144.269762,47.438066,608.292172
11,142.894723,48.334291,608.770986
11,141.507372,49.233849,609.258779
11,140.108240,50.136179,609.755582
11,138.697874,51.040706,610.261419
11,137.276844,51.946846,610.776311
12,135.845733,52.853998,611.300269
12,134.405146,53.761553,611.833301
12,132.955699,54.668893,612.375409
12,131.498025,55.575389,612.926586
12,130.032771,56.480409,613.486821
12,128.560594,57.383310,614.056096
12,127.082165,58.283447,614.634388
12,125.598163,59.180173,615.221664
12,124.109276,60.072836,615.817888
12,122.616199,60.960785,616.423016
13,121.119634,61.843369,617.036997
13,119.620284,62.719940,617.659775
13,118.118860,63.589853,618.291287
13,116.616070,64.452468,618.931462
13,115.112626,65.307151,619.580224
13,113.609235,66.153274,620.237491
13,112.106604,66.990222,620.903175
13,110.605435,67.817386,621.577180
13,109.106425,68.634170,622.259405
13,107.610263,69.439991,622.949745
14,106.117633,70.234280,623.648087
14,104.629206,71.016483,624.354312
14,103.145644,71.786060,625.068297
14,101.667597,72.542490,625.789913
14,100.195704,73.285270,626.519026
14,98.730587,74.013915,627.255498
14,97.272856,74.727961,627.999184
14,95.823101,75.426963,628.749936
14,94.381901,76.110497,629.507602
14,92.949812,76.778163,630.272025
15,91.527375,77.429580,631.043045
15,90.115110,78.064392,631.820497
15,88.713519,78.682267,632.604214
15,87.323083,79.282892,633.394024
15,85.944262,79.865983,634.189754
15,84.577496,80.431276,634.991227
15,83.223203,80.978533,635.798264
15,81.881779,81.507538,636.610683
15,80.553599,82.018100,637.428301
15,79.239016,82.510051,638.250933
16,77.938360,82.983248,639.078392
16,76.651941,83.437570,639.910489
16,75.380046,83.872918,640.747035
16,74.122941,84.289218,641.587841
16,72.880868,84.686417,642.432715
16,71.654051,85.064482,643.281467
16,70.442691,85.423405,644.133904
16,69.246969,85.763194,644.989836
16,68.067047,86.083882,645.849071
16,66.903063,86.385517,646.711419
